stim1,stim2,RT,correct,condition,Association,TaskType
trapeze,,521,1,single,happy,RG_congruent
square,kite,446,1,pair,friendneutral,RG_congruent
trapeze,pentagon,548,1,pair,youhappy,RG_congruent
trapeze,,688,0,single,happy,RG_congruent
trapeze,,645,1,single,happy,RG_congruent
trapeze,,399,1,single,happy,RG_congruent
kite,,610,1,single,friend,RG_congruent
square,,574,1,single,neutral,RG_congruent
square,,417,1,single,neutral,RG_congruent
trapeze,,542,1,single,happy,RG_congruent
pentagon,,515,1,single,you,RG_congruent
square,,475,1,single,neutral,RG_congruent
square,,461,1,single,neutral,RG_congruent
trapeze,pentagon,816,1,pair,youhappy,RG_congruent
pentagon,trapeze,502,1,pair,youhappy,RG_congruent
square,,559,1,single,neutral,RG_congruent
kite,,356,1,single,friend,RG_congruent
trapeze,,513,1,single,happy,RG_congruent
kite,,472,1,single,friend,RG_congruent
kite,,534,1,single,friend,RG_congruent
pentagon,,359,1,single,you,RG_congruent
square,kite,558,1,pair,friendneutral,RG_congruent
kite,,390,1,single,friend,RG_congruent
square,,440,0,single,neutral,RG_congruent
trapeze,,367,0,single,happy,RG_congruent
trapeze,pentagon,782,1,pair,youhappy,RG_congruent
kite,square,534,1,pair,friendneutral,RG_congruent
trapeze,pentagon,612,0,pair,youhappy,RG_congruent
kite,,529,1,single,friend,RG_congruent
trapeze,,771,1,single,happy,RG_congruent
kite,,611,1,single,friend,RG_congruent
kite,,666,1,single,friend,RG_congruent
pentagon,trapeze,542,1,pair,youhappy,RG_congruent
square,,494,1,single,neutral,RG_congruent
kite,square,943,1,pair,friendneutral,RG_congruent
pentagon,,680,1,single,you,RG_congruent
pentagon,,379,1,single,you,RG_congruent
square,,482,1,single,neutral,RG_congruent
pentagon,,565,1,single,you,RG_congruent
square,kite,520,1,pair,friendneutral,RG_congruent
square,kite,392,0,pair,friendneutral,RG_congruent
pentagon,trapeze,507,1,pair,youhappy,RG_congruent
square,kite,544,1,pair,friendneutral,RG_congruent
kite,,597,1,single,friend,RG_congruent
pentagon,,541,1,single,you,RG_congruent
diamond,,680,1,single,friend,RG_incongruent
diamond,,624,1,single,friend,RG_incongruent
triangle,,557,0,single,happy,RG_incongruent
triangle,diamond,1066,1,pair,friendhappy,RG_incongruent
diamond,triangle,559,1,pair,friendhappy,RG_incongruent
triangle,,712,1,single,happy,RG_incongruent
triangle,diamond,568,1,pair,friendhappy,RG_incongruent
rhomboid,,532,1,single,neutral,RG_incongruent
triangle,,672,1,single,happy,RG_incongruent
octagon,,499,1,single,you,RG_incongruent
triangle,,416,1,single,happy,RG_incongruent
triangle,,716,1,single,happy,RG_incongruent
triangle,,479,1,single,happy,RG_incongruent
octagon,,735,1,single,you,RG_incongruent
rhomboid,octagon,410,1,pair,youneutral,RG_incongruent
octagon,,591,1,single,you,RG_incongruent
octagon,,505,1,single,you,RG_incongruent
octagon,rhomboid,739,1,pair,youneutral,RG_incongruent
octagon,,484,1,single,you,RG_incongruent
rhomboid,,782,1,single,neutral,RG_incongruent
octagon,rhomboid,566,1,pair,youneutral,RG_incongruent
rhomboid,,849,1,single,neutral,RG_incongruent
diamond,triangle,657,1,pair,friendhappy,RG_incongruent
diamond,,529,1,single,friend,RG_incongruent
rhomboid,,721,1,single,neutral,RG_incongruent
diamond,,560,0,single,friend,RG_incongruent
diamond,,502,1,single,friend,RG_incongruent
octagon,,453,1,single,you,RG_incongruent
rhomboid,octagon,728,1,pair,youneutral,RG_incongruent
triangle,,527,1,single,happy,RG_incongruent
diamond,,817,1,single,friend,RG_incongruent
diamond,,430,1,single,friend,RG_incongruent
rhomboid,,443,0,single,neutral,RG_incongruent
rhomboid,,449,1,single,neutral,RG_incongruent
triangle,diamond,654,1,pair,friendhappy,RG_incongruent
rhomboid,,413,1,single,neutral,RG_incongruent
octagon,rhomboid,684,1,pair,youneutral,RG_incongruent
triangle,diamond,565,1,pair,friendhappy,RG_incongruent
diamond,,1223,1,single,friend,RG_incongruent
diamond,,519,1,single,friend,RG_incongruent
triangle,diamond,648,1,pair,friendhappy,RG_incongruent
rhomboid,,306,1,single,neutral,RG_incongruent
rhomboid,octagon,516,1,pair,youneutral,RG_incongruent
triangle,,380,1,single,happy,RG_incongruent
rhomboid,octagon,505,1,pair,youneutral,RG_incongruent
triangle,,867,1,single,happy,RG_incongruent
octagon,,624,1,single,you,RG_incongruent
rhomboid,,596,1,single,neutral,RG_incongruent
rhomboid,,383,1,single,neutral,RG_incongruent
octagon,rhomboid,500,0,pair,youneutral,RG_incongruent
octagon,,385,0,single,you,RG_incongruent
octagon,,339,1,single,you,RG_incongruent
diamond,triangle,590,1,pair,friendhappy,RG_incongruent
octagon,,492,1,single,you,RG_incongruent
diamond,,558,1,single,friend,RG_incongruent
diamond,triangle,500,1,pair,friendhappy,RG_incongruent
rhomboid,octagon,438,1,pair,youneutral,RG_incongruent
octagon,rhomboid,584,1,pair,youneutral,RG_incongruent
triangle,,603,1,single,happy,RG_incongruent
diamond,triangle,469,1,pair,friendhappy,RG_incongruent
triangle,diamond,578,1,pair,friendhappy,RG_incongruent
rhomboid,,425,1,single,neutral,RG_incongruent
octagon,,524,1,single,you,RG_incongruent
rhomboid,octagon,546,1,pair,youneutral,RG_incongruent
octagon,,473,1,single,you,RG_incongruent
diamond,,384,1,single,friend,RG_incongruent
triangle,diamond,717,1,pair,friendhappy,RG_incongruent
triangle,,604,1,single,happy,RG_incongruent
diamond,,427,1,single,friend,RG_incongruent
diamond,,436,1,single,friend,RG_incongruent
diamond,,394,1,single,friend,RG_incongruent
rhomboid,,630,1,single,neutral,RG_incongruent
octagon,rhomboid,535,1,pair,youneutral,RG_incongruent
triangle,,658,1,single,happy,RG_incongruent
rhomboid,,665,1,single,neutral,RG_incongruent
triangle,diamond,645,1,pair,friendhappy,RG_incongruent
rhomboid,octagon,501,1,pair,youneutral,RG_incongruent
diamond,,567,1,single,friend,RG_incongruent
octagon,rhomboid,1030,1,pair,youneutral,RG_incongruent
rhomboid,,444,1,single,neutral,RG_incongruent
rhomboid,,375,1,single,neutral,RG_incongruent
rhomboid,octagon,426,0,pair,youneutral,RG_incongruent
triangle,,436,1,single,happy,RG_incongruent
triangle,,576,1,single,happy,RG_incongruent
diamond,,531,1,single,friend,RG_incongruent
diamond,,499,1,single,friend,RG_incongruent
rhomboid,octagon,525,1,pair,youneutral,RG_incongruent
rhomboid,,505,1,single,neutral,RG_incongruent
triangle,,443,1,single,happy,RG_incongruent
octagon,,873,1,single,you,RG_incongruent
diamond,,576,1,single,friend,RG_incongruent
diamond,triangle,613,1,pair,friendhappy,RG_incongruent
diamond,triangle,426,1,pair,friendhappy,RG_incongruent
octagon,rhomboid,636,1,pair,youneutral,RG_incongruent
octagon,,997,1,single,you,RG_incongruent
diamond,,597,1,single,friend,RG_incongruent
rhomboid,,558,1,single,neutral,RG_incongruent
rhomboid,octagon,500,1,pair,youneutral,RG_incongruent
octagon,,496,1,single,you,RG_incongruent
diamond,,525,1,single,friend,RG_incongruent
octagon,,516,1,single,you,RG_incongruent
triangle,,609,1,single,happy,RG_incongruent
octagon,,395,1,single,you,RG_incongruent
triangle,,476,1,single,happy,RG_incongruent
triangle,,380,0,single,happy,RG_incongruent
triangle,,542,1,single,happy,RG_incongruent
rhomboid,,574,1,single,neutral,RG_incongruent
octagon,,1024,1,single,you,RG_incongruent
octagon,rhomboid,490,1,pair,youneutral,RG_incongruent
triangle,,451,1,single,happy,RG_incongruent
diamond,triangle,564,1,pair,friendhappy,RG_incongruent
rhomboid,,514,1,single,neutral,RG_incongruent
diamond,triangle,605,1,pair,friendhappy,RG_incongruent
octagon,,428,1,single,you,RG_incongruent
rhomboid,,498,1,single,neutral,RG_incongruent
triangle,diamond,383,1,pair,friendhappy,RG_incongruent
diamond,triangle,582,1,pair,friendhappy,RG_incongruent
octagon,,381,1,single,you,RG_incongruent
triangle,diamond,365,1,pair,friendhappy,RG_incongruent
octagon,rhomboid,532,1,pair,youneutral,RG_incongruent
rhomboid,,642,1,single,neutral,RG_incongruent
octagon,rhomboid,406,1,pair,youneutral,RG_incongruent
rhomboid,,467,1,single,neutral,RG_incongruent
triangle,,495,1,single,happy,RG_incongruent
rhomboid,,666,1,single,neutral,RG_incongruent
triangle,,378,1,single,happy,RG_incongruent
octagon,,302,1,single,you,RG_incongruent
diamond,,534,1,single,friend,RG_incongruent
diamond,,456,1,single,friend,RG_incongruent
rhomboid,octagon,585,1,pair,youneutral,RG_incongruent
diamond,,339,0,single,friend,RG_incongruent
triangle,,441,0,single,happy,RG_incongruent
rhomboid,,595,1,single,neutral,RG_incongruent
octagon,rhomboid,366,0,pair,youneutral,RG_incongruent
diamond,,514,1,single,friend,RG_incongruent
triangle,,666,1,single,happy,RG_incongruent
octagon,,466,1,single,you,RG_incongruent
triangle,diamond,541,1,pair,friendhappy,RG_incongruent
triangle,,386,1,single,happy,RG_incongruent
triangle,diamond,328,0,pair,friendhappy,RG_incongruent
triangle,,604,1,single,happy,RG_incongruent
triangle,diamond,459,1,pair,friendhappy,RG_incongruent
octagon,,376,1,single,you,RG_incongruent
diamond,,359,1,single,friend,RG_incongruent
octagon,,610,1,single,you,RG_incongruent
triangle,diamond,484,1,pair,friendhappy,RG_incongruent
rhomboid,,396,0,single,neutral,RG_incongruent
diamond,,576,1,single,friend,RG_incongruent
diamond,triangle,528,1,pair,friendhappy,RG_incongruent
triangle,,630,1,single,happy,RG_incongruent
diamond,triangle,415,1,pair,friendhappy,RG_incongruent
octagon,,535,1,single,you,RG_incongruent
rhomboid,,698,1,single,neutral,RG_incongruent
triangle,,418,1,single,happy,RG_incongruent
diamond,triangle,410,1,pair,friendhappy,RG_incongruent
octagon,rhomboid,440,1,pair,youneutral,RG_incongruent
octagon,rhomboid,666,1,pair,youneutral,RG_incongruent
diamond,,497,1,single,friend,RG_incongruent
diamond,,473,1,single,friend,RG_incongruent
diamond,,374,1,single,friend,RG_incongruent
octagon,,599,1,single,you,RG_incongruent
octagon,,455,1,single,you,RG_incongruent
octagon,,404,1,single,you,RG_incongruent
triangle,,397,1,single,happy,RG_incongruent
rhomboid,,294,1,single,neutral,RG_incongruent
rhomboid,,477,1,single,neutral,RG_incongruent
triangle,,493,1,single,happy,RG_incongruent
rhomboid,octagon,399,1,pair,youneutral,RG_incongruent
octagon,,417,1,single,you,RG_incongruent
diamond,triangle,374,1,pair,friendhappy,RG_incongruent
diamond,,515,1,single,friend,RG_incongruent
octagon,,447,1,single,you,RG_incongruent
rhomboid,octagon,269,0,pair,youneutral,RG_incongruent
rhomboid,,405,0,single,neutral,RG_incongruent
rhomboid,octagon,484,1,pair,youneutral,RG_incongruent
diamond,triangle,434,1,pair,friendhappy,RG_incongruent
triangle,diamond,396,0,pair,friendhappy,RG_incongruent
octagon,rhomboid,433,0,pair,youneutral,RG_incongruent
rhomboid,,684,1,single,neutral,RG_incongruent
rhomboid,octagon,407,1,pair,youneutral,RG_incongruent
diamond,,1091,1,single,neutral,RG_congruent
rhomboid,,819,1,single,you,RG_congruent
triangle,,981,1,single,friend,RG_congruent
rhomboid,,1633,1,single,you,RG_congruent
octagon,,859,1,single,happy,RG_congruent
octagon,,602,1,single,happy,RG_congruent
octagon,rhomboid,774,1,pair,youhappy,RG_congruent
diamond,triangle,523,1,pair,friendneutral,RG_congruent
rhomboid,,717,1,single,you,RG_congruent
octagon,,459,1,single,happy,RG_congruent
triangle,,505,1,single,friend,RG_congruent
triangle,,445,1,single,friend,RG_congruent
triangle,diamond,712,1,pair,friendneutral,RG_congruent
diamond,,495,1,single,neutral,RG_congruent
diamond,,519,1,single,neutral,RG_congruent
rhomboid,octagon,672,1,pair,youhappy,RG_congruent
diamond,,662,1,single,neutral,RG_congruent
octagon,rhomboid,556,1,pair,youhappy,RG_congruent
rhomboid,,718,0,single,you,RG_congruent
triangle,diamond,703,1,pair,friendneutral,RG_congruent
octagon,,726,1,single,happy,RG_congruent
rhomboid,octagon,420,1,pair,youhappy,RG_congruent
octagon,rhomboid,578,1,pair,youhappy,RG_congruent
rhomboid,octagon,587,1,pair,youhappy,RG_congruent
octagon,,1153,1,single,happy,RG_congruent
triangle,,645,1,single,friend,RG_congruent
triangle,,454,1,single,friend,RG_congruent
diamond,triangle,455,1,pair,friendneutral,RG_congruent
octagon,,470,1,single,happy,RG_congruent
rhomboid,,545,1,single,you,RG_congruent
diamond,,1272,1,single,neutral,RG_congruent
rhomboid,,891,1,single,you,RG_congruent
diamond,,552,1,single,neutral,RG_congruent
rhomboid,,711,1,single,you,RG_congruent
rhomboid,octagon,566,1,pair,youhappy,RG_congruent
diamond,triangle,515,1,pair,friendneutral,RG_congruent
diamond,triangle,470,1,pair,friendneutral,RG_congruent
triangle,,429,1,single,friend,RG_congruent
octagon,,376,1,single,happy,RG_congruent
rhomboid,,303,0,single,you,RG_congruent
triangle,,1233,1,single,friend,RG_congruent
triangle,diamond,582,1,pair,friendneutral,RG_congruent
octagon,,719,1,single,happy,RG_congruent
triangle,diamond,563,1,pair,friendneutral,RG_congruent
triangle,,473,1,single,friend,RG_congruent
diamond,,433,1,single,neutral,RG_congruent
diamond,,366,1,single,neutral,RG_congruent
octagon,rhomboid,460,1,pair,youhappy,RG_congruent
triangle,,465,1,single,friend,RG_congruent
triangle,,385,1,single,friend,RG_congruent
diamond,triangle,416,1,pair,friendneutral,RG_congruent
octagon,,636,1,single,happy,RG_congruent
rhomboid,octagon,609,1,pair,youhappy,RG_congruent
octagon,rhomboid,463,1,pair,youhappy,RG_congruent
diamond,,914,1,single,neutral,RG_congruent
diamond,,593,1,single,neutral,RG_congruent
triangle,diamond,451,1,pair,friendneutral,RG_congruent
rhomboid,,1649,0,single,you,RG_congruent
octagon,,1201,1,single,happy,RG_congruent
rhomboid,,540,0,single,you,RG_congruent
rhomboid,,699,1,single,you,RG_congruent
rhomboid,octagon,770,1,pair,youhappy,RG_congruent
diamond,,500,1,single,neutral,RG_congruent
rhomboid,,671,1,single,you,RG_congruent
triangle,diamond,543,1,pair,friendneutral,RG_congruent
octagon,,402,1,single,happy,RG_congruent
octagon,,507,1,single,happy,RG_congruent
diamond,,512,1,single,neutral,RG_congruent
rhomboid,octagon,526,1,pair,youhappy,RG_congruent
octagon,,561,1,single,happy,RG_congruent
diamond,,632,1,single,neutral,RG_congruent
octagon,,559,1,single,happy,RG_congruent
rhomboid,octagon,509,1,pair,youhappy,RG_congruent
diamond,,382,1,single,neutral,RG_congruent
triangle,,520,1,single,friend,RG_congruent
triangle,,582,1,single,friend,RG_congruent
rhomboid,octagon,374,1,pair,youhappy,RG_congruent
diamond,triangle,464,1,pair,friendneutral,RG_congruent
rhomboid,,638,1,single,you,RG_congruent
diamond,,585,1,single,neutral,RG_congruent
octagon,rhomboid,663,1,pair,youhappy,RG_congruent
diamond,triangle,626,1,pair,friendneutral,RG_congruent
octagon,rhomboid,535,1,pair,youhappy,RG_congruent
triangle,diamond,581,1,pair,friendneutral,RG_congruent
diamond,,531,1,single,neutral,RG_congruent
diamond,,474,1,single,neutral,RG_congruent
octagon,,423,1,single,happy,RG_congruent
diamond,triangle,547,1,pair,friendneutral,RG_congruent
rhomboid,,658,1,single,you,RG_congruent
octagon,,454,1,single,happy,RG_congruent
diamond,triangle,479,1,pair,friendneutral,RG_congruent
triangle,diamond,484,1,pair,friendneutral,RG_congruent
octagon,,568,1,single,happy,RG_congruent
octagon,,481,1,single,happy,RG_congruent
rhomboid,,346,0,single,you,RG_congruent
diamond,,737,1,single,neutral,RG_congruent
triangle,,1207,1,single,friend,RG_congruent
triangle,,527,1,single,friend,RG_congruent
rhomboid,octagon,407,1,pair,youhappy,RG_congruent
triangle,diamond,517,1,pair,friendneutral,RG_congruent
octagon,,625,1,single,happy,RG_congruent
rhomboid,,528,1,single,you,RG_congruent
diamond,triangle,396,1,pair,friendneutral,RG_congruent
octagon,rhomboid,740,1,pair,youhappy,RG_congruent
diamond,,511,1,single,neutral,RG_congruent
triangle,,687,1,single,friend,RG_congruent
octagon,rhomboid,432,1,pair,youhappy,RG_congruent
diamond,,365,1,single,neutral,RG_congruent
rhomboid,,409,0,single,you,RG_congruent
triangle,,829,1,single,friend,RG_congruent
triangle,,453,1,single,friend,RG_congruent
octagon,rhomboid,334,1,pair,youhappy,RG_congruent
triangle,,461,1,single,friend,RG_congruent
rhomboid,,416,1,single,you,RG_congruent
triangle,,623,1,single,friend,RG_congruent
octagon,,471,1,single,happy,RG_congruent
rhomboid,,469,1,single,you,RG_congruent
rhomboid,,404,1,single,you,RG_congruent
triangle,diamond,506,1,pair,friendneutral,RG_congruent
triangle,,404,1,single,friend,RG_congruent
diamond,,885,1,single,neutral,RG_congruent
rhomboid,octagon,536,1,pair,youhappy,RG_congruent
rhomboid,,604,1,single,you,RG_congruent
rhomboid,octagon,473,1,pair,youhappy,RG_congruent
octagon,,441,1,single,happy,RG_congruent
diamond,triangle,351,1,pair,friendneutral,RG_congruent
rhomboid,,324,1,single,you,RG_congruent
diamond,,408,1,single,neutral,RG_congruent
diamond,triangle,442,1,pair,friendneutral,RG_congruent
triangle,,395,1,single,friend,RG_congruent
octagon,,369,1,single,happy,RG_congruent
rhomboid,,469,1,single,you,RG_congruent
triangle,,421,0,single,friend,RG_congruent
diamond,,430,1,single,neutral,RG_congruent
triangle,diamond,503,1,pair,friendneutral,RG_congruent
rhomboid,,488,1,single,you,RG_congruent
diamond,triangle,665,1,pair,friendneutral,RG_congruent
octagon,,401,1,single,happy,RG_congruent
triangle,,345,1,single,friend,RG_congruent
diamond,,593,1,single,neutral,RG_congruent
triangle,,501,1,single,friend,RG_congruent
octagon,rhomboid,474,1,pair,youhappy,RG_congruent
octagon,,369,1,single,happy,RG_congruent
triangle,diamond,413,1,pair,friendneutral,RG_congruent
rhomboid,octagon,457,1,pair,youhappy,RG_congruent
diamond,,453,1,single,neutral,RG_congruent
octagon,,792,1,single,happy,RG_congruent
rhomboid,,770,1,single,you,RG_congruent
triangle,diamond,541,1,pair,friendneutral,RG_congruent
diamond,,535,1,single,neutral,RG_congruent
octagon,,489,1,single,happy,RG_congruent
rhomboid,,801,1,single,you,RG_congruent
triangle,,602,1,single,friend,RG_congruent
diamond,triangle,666,1,pair,friendneutral,RG_congruent
rhomboid,,605,1,single,you,RG_congruent
diamond,triangle,566,1,pair,friendneutral,RG_congruent
octagon,rhomboid,570,1,pair,youhappy,RG_congruent
triangle,,429,1,single,friend,RG_congruent
rhomboid,octagon,457,1,pair,youhappy,RG_congruent
octagon,rhomboid,487,1,pair,youhappy,RG_congruent
triangle,,480,1,single,friend,RG_congruent
octagon,,469,1,single,happy,RG_congruent
diamond,,463,1,single,neutral,RG_congruent
rhomboid,octagon,576,1,pair,youhappy,RG_congruent
octagon,rhomboid,590,1,pair,youhappy,RG_congruent
triangle,,478,1,single,friend,RG_congruent
rhomboid,,418,1,single,you,RG_congruent
octagon,,524,1,single,happy,RG_congruent
octagon,rhomboid,488,1,pair,youhappy,RG_congruent
diamond,,659,1,single,neutral,RG_congruent
triangle,diamond,508,1,pair,friendneutral,RG_congruent
octagon,,489,1,single,happy,RG_congruent
octagon,,461,1,single,happy,RG_congruent
triangle,,461,1,single,friend,RG_congruent
triangle,diamond,492,1,pair,friendneutral,RG_congruent
diamond,,625,1,single,neutral,RG_congruent
triangle,,503,1,single,friend,RG_congruent
rhomboid,,504,1,single,you,RG_congruent
diamond,,703,0,single,neutral,RG_congruent
rhomboid,,414,1,single,you,RG_congruent
square,,422,1,single,you,RG_incongruent
pentagon,trapeze,580,1,pair,friendhappy,RG_incongruent
kite,square,499,1,pair,youneutral,RG_incongruent
square,,439,1,single,you,RG_incongruent
trapeze,pentagon,410,1,pair,friendhappy,RG_incongruent
kite,,540,1,single,neutral,RG_incongruent
trapeze,pentagon,608,1,pair,friendhappy,RG_incongruent
square,,486,1,single,you,RG_incongruent
square,,463,1,single,you,RG_incongruent
trapeze,,434,1,single,friend,RG_incongruent
pentagon,trapeze,805,0,pair,friendhappy,RG_incongruent
square,,785,1,single,you,RG_incongruent
pentagon,,567,1,single,happy,RG_incongruent
square,kite,615,1,pair,youneutral,RG_incongruent
pentagon,trapeze,1212,1,pair,friendhappy,RG_incongruent
kite,square,704,1,pair,youneutral,RG_incongruent
kite,,866,1,single,neutral,RG_incongruent
kite,square,694,1,pair,youneutral,RG_incongruent
trapeze,,511,1,single,friend,RG_incongruent
pentagon,trapeze,945,1,pair,friendhappy,RG_incongruent
kite,,556,1,single,neutral,RG_incongruent
square,kite,407,1,pair,youneutral,RG_incongruent
trapeze,,641,1,single,friend,RG_incongruent
trapeze,,853,1,single,friend,RG_incongruent
trapeze,pentagon,1046,1,pair,friendhappy,RG_incongruent
trapeze,pentagon,489,1,pair,friendhappy,RG_incongruent
kite,,529,1,single,neutral,RG_incongruent
kite,,512,1,single,neutral,RG_incongruent
pentagon,,733,1,single,happy,RG_incongruent
square,,578,1,single,you,RG_incongruent
trapeze,,527,1,single,friend,RG_incongruent
trapeze,,524,1,single,friend,RG_incongruent
square,,558,1,single,you,RG_incongruent
kite,,488,1,single,neutral,RG_incongruent
trapeze,,421,1,single,friend,RG_incongruent
kite,square,449,1,pair,youneutral,RG_incongruent
pentagon,,744,1,single,happy,RG_incongruent
trapeze,,643,1,single,friend,RG_incongruent
kite,,515,1,single,neutral,RG_incongruent
square,,456,1,single,you,RG_incongruent
pentagon,,670,1,single,happy,RG_incongruent
kite,,841,1,single,neutral,RG_incongruent
square,,413,1,single,you,RG_incongruent
pentagon,,718,1,single,happy,RG_incongruent
kite,,535,1,single,neutral,RG_incongruent
pentagon,,497,1,single,happy,RG_incongruent
kite,,544,1,single,neutral,RG_incongruent
trapeze,pentagon,554,1,pair,friendhappy,RG_incongruent
square,kite,456,1,pair,youneutral,RG_incongruent
kite,square,464,1,pair,youneutral,RG_incongruent
pentagon,trapeze,494,1,pair,friendhappy,RG_incongruent
pentagon,,503,0,single,happy,RG_incongruent
trapeze,,585,1,single,friend,RG_incongruent
pentagon,,692,1,single,happy,RG_incongruent
square,kite,593,1,pair,youneutral,RG_incongruent
trapeze,,565,1,single,friend,RG_incongruent
pentagon,,588,0,single,happy,RG_incongruent
square,,745,1,single,you,RG_incongruent
pentagon,,695,1,single,happy,RG_incongruent
square,kite,612,1,pair,youneutral,RG_incongruent
pentagon,,585,0,single,happy,RG_incongruent
kite,,617,1,single,neutral,RG_incongruent
trapeze,,486,1,single,friend,RG_incongruent
pentagon,,626,1,single,happy,RG_incongruent
trapeze,,479,1,single,friend,RG_incongruent
kite,,556,1,single,neutral,RG_incongruent
trapeze,,487,1,single,friend,RG_incongruent
pentagon,trapeze,1000,1,pair,friendhappy,RG_incongruent
kite,square,462,1,pair,youneutral,RG_incongruent
kite,,651,1,single,neutral,RG_incongruent
pentagon,trapeze,526,0,pair,friendhappy,RG_incongruent
kite,square,420,1,pair,youneutral,RG_incongruent
square,,443,1,single,you,RG_incongruent
trapeze,,535,1,single,friend,RG_incongruent
trapeze,,540,1,single,friend,RG_incongruent
square,,591,1,single,you,RG_incongruent
trapeze,pentagon,633,1,pair,friendhappy,RG_incongruent
trapeze,,501,1,single,friend,RG_incongruent
kite,square,476,1,pair,youneutral,RG_incongruent
square,kite,405,1,pair,youneutral,RG_incongruent
square,kite,357,1,pair,youneutral,RG_incongruent
pentagon,,643,1,single,happy,RG_incongruent
square,kite,461,1,pair,youneutral,RG_incongruent
square,,420,1,single,you,RG_incongruent
square,kite,577,1,pair,youneutral,RG_incongruent
pentagon,trapeze,487,1,pair,friendhappy,RG_incongruent
kite,,532,1,single,neutral,RG_incongruent
pentagon,,688,1,single,happy,RG_incongruent
square,,855,1,single,you,RG_incongruent
square,,430,1,single,you,RG_incongruent
pentagon,,437,1,single,happy,RG_incongruent
pentagon,,558,0,single,happy,RG_incongruent
square,,820,1,single,you,RG_incongruent
trapeze,pentagon,431,1,pair,friendhappy,RG_incongruent
kite,,465,1,single,neutral,RG_incongruent
pentagon,trapeze,522,1,pair,friendhappy,RG_incongruent
square,,411,1,single,you,RG_incongruent
square,,426,1,single,you,RG_incongruent
kite,,411,0,single,neutral,RG_incongruent
trapeze,,601,1,single,friend,RG_incongruent
kite,,494,0,single,neutral,RG_incongruent
kite,square,831,1,pair,youneutral,RG_incongruent
pentagon,,703,1,single,happy,RG_incongruent
kite,,570,1,single,neutral,RG_incongruent
trapeze,,554,1,single,friend,RG_incongruent
kite,,429,1,single,neutral,RG_incongruent
kite,square,379,1,pair,youneutral,RG_incongruent
pentagon,,601,1,single,happy,RG_incongruent
trapeze,,496,1,single,friend,RG_incongruent
trapeze,pentagon,557,1,pair,friendhappy,RG_incongruent
trapeze,,603,1,single,friend,RG_incongruent
pentagon,trapeze,486,1,pair,friendhappy,RG_incongruent
trapeze,pentagon,453,1,pair,friendhappy,RG_incongruent
square,,504,1,single,you,RG_incongruent
kite,,552,1,single,neutral,RG_incongruent
square,,593,0,single,you,RG_incongruent
trapeze,pentagon,484,1,pair,friendhappy,RG_incongruent
pentagon,,506,1,single,happy,RG_incongruent
pentagon,,651,0,single,happy,RG_incongruent
square,kite,439,1,pair,youneutral,RG_incongruent
square,kite,567,1,pair,youneutral,RG_incongruent
square,kite,430,1,pair,youneutral,RG_incongruent
kite,square,569,1,pair,youneutral,RG_incongruent
square,,431,1,single,you,RG_incongruent
square,,480,1,single,you,RG_incongruent
kite,,604,1,single,neutral,RG_incongruent
square,kite,438,1,pair,youneutral,RG_incongruent
kite,,555,1,single,neutral,RG_incongruent
trapeze,,474,1,single,friend,RG_incongruent
kite,,488,1,single,neutral,RG_incongruent
pentagon,,545,1,single,happy,RG_incongruent
trapeze,,530,1,single,friend,RG_incongruent
kite,,333,0,single,neutral,RG_incongruent
kite,,470,1,single,neutral,RG_incongruent
trapeze,pentagon,517,1,pair,friendhappy,RG_incongruent
kite,square,594,1,pair,youneutral,RG_incongruent
pentagon,trapeze,546,1,pair,friendhappy,RG_incongruent
trapeze,pentagon,543,1,pair,friendhappy,RG_incongruent
trapeze,,679,1,single,friend,RG_incongruent
pentagon,trapeze,518,1,pair,friendhappy,RG_incongruent
pentagon,trapeze,480,1,pair,friendhappy,RG_incongruent
trapeze,pentagon,533,1,pair,friendhappy,RG_incongruent
trapeze,,570,1,single,friend,RG_incongruent
trapeze,,520,1,single,friend,RG_incongruent
square,,475,1,single,you,RG_incongruent
pentagon,,630,1,single,happy,RG_incongruent
pentagon,,588,1,single,happy,RG_incongruent
trapeze,,585,1,single,friend,RG_incongruent
kite,,615,1,single,neutral,RG_incongruent
square,kite,537,1,pair,youneutral,RG_incongruent
square,,575,1,single,you,RG_incongruent
pentagon,,606,1,single,happy,RG_incongruent
pentagon,,656,1,single,happy,RG_incongruent
kite,,598,1,single,neutral,RG_incongruent
square,kite,1087,1,pair,youneutral,RG_incongruent
trapeze,,472,1,single,friend,RG_incongruent
trapeze,pentagon,660,1,pair,friendhappy,RG_incongruent
square,,602,1,single,you,RG_incongruent
trapeze,,950,1,single,friend,RG_incongruent
square,,505,1,single,you,RG_incongruent
kite,square,613,1,pair,youneutral,RG_incongruent
kite,,819,1,single,neutral,RG_incongruent
pentagon,,566,1,single,happy,RG_incongruent
pentagon,,629,1,single,happy,RG_incongruent
trapeze,pentagon,515,1,pair,friendhappy,RG_incongruent
pentagon,,687,1,single,happy,RG_incongruent
square,,689,1,single,you,RG_incongruent
square,,494,1,single,you,RG_incongruent
kite,square,595,1,pair,youneutral,RG_incongruent
square,,563,1,single,you,RG_incongruent
pentagon,trapeze,482,1,pair,friendhappy,RG_incongruent
trapeze,,503,1,single,friend,RG_incongruent
kite,square,576,1,pair,youneutral,RG_incongruent
pentagon,trapeze,418,1,pair,friendhappy,RG_incongruent
